Region,Region code,Postcode
SA major urban - capital city,14,"5,530"
SA major urban - capital city,14,"5,531"
SA major urban - capital city,14,"5,532"
SA major urban - capital city,14,"5,533"
SA major urban - capital city,14,"5,534"
SA major urban - capital city,14,"5,535"
SA major urban - capital city,14,"5,536"
SA major urban - capital city,14,"5,537"
SA major urban - capital city,14,"5,538"
SA major urban - capital city,14,"5,539"
SA major urban - capital city,14,"5,541"
SA major urban - capital city,14,"5,542"
SA major urban - capital city,14,"5,543"
SA major urban - capital city,14,"5,544"
SA major urban - capital city,14,"5,545"
SA major urban - capital city,14,"5,546"
SA major urban - capital city,14,"5,547"
SA major urban - capital city,14,"5,548"
SA major urban - capital city,14,"5,549"
SA major urban - capital city,14,"5,551"
SA major urban - capital city,14,"5,553"
SA major urban - capital city,14,"5,557"
SA major urban - capital city,14,"5,559"
SA major urban - capital city,14,"5,561"
SA major urban - capital city,14,"5,562"
SA major urban - capital city,14,"5,563"
SA major urban - capital city,14,"5,564"
SA major urban - capital city,14,"5,565"
SA major urban - capital city,14,"5,566"
SA major urban - capital city,14,"5,567"
SA major urban - capital city,14,"5,568"
SA major urban - capital city,14,"5,569"
SA major urban - capital city,14,"5,574"
SA major urban - capital city,14,"5,578"
SA major urban - capital city,14,"5,579"
SA major urban - capital city,14,"5,584"
SA major urban - capital city,14,"5,585"
SA major urban - capital city,14,"5,586"
SA major urban - capital city,14,"5,587"
SA major urban - capital city,14,"5,588"
SA major urban - capital city,14,"5,589"
SA major urban - capital city,14,"5,590"
SA major urban - capital city,14,"5,591"
SA major urban - capital city,14,"5,592"
SA major urban - capital city,14,"5,593"
SA major urban - capital city,14,"5,594"
SA major urban - capital city,14,"5,595"
SA major urban - capital city,14,"5,596"
SA major urban - capital city,14,"5,597"
SA major urban - capital city,14,"5,598"
SA major urban - capital city,14,"5,599"
SA major urban - capital city,14,"5,610"
SA major urban - capital city,14,"5,611"
SA major urban - capital city,14,"5,612"
SA major urban - capital city,14,"5,613"
SA major urban - capital city,14,"5,614"
SA major urban - capital city,14,"5,615"
SA major urban - capital city,14,"5,616"
SA major urban - capital city,14,"5,617"
SA major urban - capital city,14,"5,618"
SA major urban - capital city,14,"5,619"
SA major urban - capital city,14,"5,620"
SA major urban - capital city,14,"5,621"
SA major urban - capital city,14,"5,622"
SA major urban - capital city,14,"5,623"
SA major urban - capital city,14,"5,624"
SA major urban - capital city,14,"5,625"
SA major urban - capital city,14,"5,626"
SA major urban - capital city,14,"5,627"
SA major urban - capital city,14,"5,628"
SA major urban - capital city,14,"5,629"
SA major urban - capital city,14,"5,634"
SA major urban - capital city,14,"5,635"
SA major urban - capital city,14,"5,636"
SA major urban - capital city,14,"5,637"
SA major urban - capital city,14,"5,638"
SA major urban - capital city,14,"5,639"
SA major urban - capital city,14,"5,643"
SA major urban - capital city,14,"5,644"
SA major urban - capital city,14,"5,645"
SA major urban - capital city,14,"5,646"
SA major urban - capital city,14,"5,647"
SA major urban - capital city,14,"5,648"
SA major urban - capital city,14,"5,649"
SA major urban - capital city,14,"5,656"
SA major urban - capital city,14,"5,657"
SA major urban - capital city,14,"5,658"
SA major urban - capital city,14,"5,659"
SA major urban - capital city,14,"5,662"
SA major urban - capital city,14,"5,663"
SA major urban - capital city,14,"5,664"
SA major urban - capital city,14,"5,665"
SA major urban - capital city,14,"5,666"
SA major urban - capital city,14,"5,667"
SA major urban - capital city,14,"5,668"
SA major urban - capital city,14,"5,669"
SA major urban - capital city,14,"5,672"
SA major urban - capital city,14,"5,673"
SA major urban - capital city,14,"5,674"
SA major urban - capital city,14,"5,675"
SA major urban - capital city,14,"5,676"
SA major urban - capital city,14,"5,677"
SA major urban - capital city,14,"5,678"
SA major urban - capital city,14,"5,679"
SA major urban - capital city,14,"5,681"
SA major urban - capital city,14,"5,682"
SA major urban - capital city,14,"5,683"
SA major urban - capital city,14,"5,684"
SA major urban - capital city,14,"5,685"
SA major urban - capital city,14,"5,686"
SA major urban - capital city,14,"5,687"
SA major urban - capital city,14,"5,688"
SA major urban - capital city,14,"5,689"
SA major urban - capital city,14,"5,691"
SA major urban - capital city,14,"5,692"
SA major urban - capital city,14,"5,693"
SA major urban - capital city,14,"5,694"
SA major urban - capital city,14,"5,695"
SA major urban - capital city,14,"5,696"
SA major urban - capital city,14,"5,697"
SA major urban - capital city,14,"5,698"
SA major urban - capital city,14,"5,699"
SA major urban - capital city,14,"5,701"
SA major urban - capital city,14,"5,702"
SA major urban - capital city,14,"5,703"
SA major urban - capital city,14,"5,704"
SA major urban - capital city,14,"5,705"
SA major urban - capital city,14,"5,706"
SA major urban - capital city,14,"5,707"
SA major urban - capital city,14,"5,708"
SA major urban - capital city,14,"5,709"
SA major urban - capital city,14,"5,711"
SA major urban - capital city,14,"5,712"
SA major urban - capital city,14,"5,713"
SA major urban - capital city,14,"5,714"
SA major urban - capital city,14,"5,715"
SA major urban - capital city,14,"5,716"
SA major urban - capital city,14,"5,717"
SA major urban - capital city,14,"5,718"
SA major urban - capital city,14,"5,719"
SA major urban - capital city,14,"5,721"
SA major urban - capital city,14,"5,726"
SA major urban - capital city,14,"5,727"
SA major urban - capital city,14,"5,728"
SA major urban - capital city,14,"5,729"
SA major urban - capital city,14,"5,735"
SA major urban - capital city,14,"5,736"
SA major urban - capital city,14,"5,737"
SA major urban - capital city,14,"5,738"
SA major urban - capital city,14,"5,739"
SA major urban - capital city,14,"5,740"
SA major urban - capital city,14,"5,741"
SA major urban - capital city,14,"5,742"
SA major urban - capital city,14,"5,743"
SA major urban - capital city,14,"5,744"
SA major urban - capital city,14,"5,745"
SA major urban - capital city,14,"5,746"
SA major urban - capital city,14,"5,747"
SA major urban - capital city,14,"5,748"
SA major urban - capital city,14,"5,749"
SA major urban - capital city,14,"5,750"
SA major urban - capital city,14,"5,751"
SA major urban - capital city,14,"5,752"
SA major urban - capital city,14,"5,753"
SA major urban - capital city,14,"5,754"
SA major urban - capital city,14,"5,755"
SA major urban - capital city,14,"5,756"
SA major urban - capital city,14,"5,757"
SA major urban - capital city,14,"5,758"
SA major urban - capital city,14,"5,759"
SA major urban - capital city,14,"5,760"
SA major urban - capital city,14,"5,761"
SA major urban - capital city,14,"5,762"
SA major urban - capital city,14,"5,763"
SA major urban - capital city,14,"5,764"
SA major urban - capital city,14,"5,765"
SA major urban - capital city,14,"5,766"
SA major urban - capital city,14,"5,767"
SA major urban - capital city,14,"5,768"
SA major urban - capital city,14,"5,769"
SA major urban - capital city,14,"5,770"
SA major urban - capital city,14,"5,771"
SA major urban - capital city,14,"5,772"
SA major urban - capital city,14,"5,773"
SA major urban - capital city,14,"5,774"
SA major urban - capital city,14,"5,775"
SA major urban - capital city,14,"5,776"
SA major urban - capital city,14,"5,777"
SA major urban - capital city,14,"5,778"
SA major urban - capital city,14,"5,779"
SA major urban - capital city,14,"5,780"
SA major urban - capital city,14,"5,781"
SA major urban - capital city,14,"5,782"
SA major urban - capital city,14,"5,783"
SA major urban - capital city,14,"5,784"
SA major urban - capital city,14,"5,785"
SA major urban - capital city,14,"5,786"
SA major urban - capital city,14,"5,787"
SA major urban - capital city,14,"5,788"
SA major urban - capital city,14,"5,789"
SA major urban - capital city,14,"5,790"
SA major urban - capital city,14,"5,791"
SA major urban - capital city,14,"5,792"
SA major urban - capital city,14,"5,793"
SA major urban - capital city,14,"5,794"
SA major urban - capital city,14,"5,795"
SA major urban - capital city,14,"5,796"
SA major urban - capital city,14,"5,797"
SA major urban - capital city,14,"5,798"
SA major urban - capital city,14,"5,799"
SA major urban - capital city,14,"5,800"
SA major urban - capital city,14,"5,801"
SA major urban - capital city,14,"5,802"
SA major urban - capital city,14,"5,803"
SA major urban - capital city,14,"5,804"
SA major urban - capital city,14,"5,805"
SA major urban - capital city,14,"5,806"
SA major urban - capital city,14,"5,807"
SA major urban - capital city,14,"5,808"
SA major urban - capital city,14,"5,809"
SA major urban - capital city,14,"5,810"
SA major urban - capital city,14,"5,811"
SA major urban - capital city,14,"5,812"
SA major urban - capital city,14,"5,813"
SA major urban - capital city,14,"5,814"
SA major urban - capital city,14,"5,815"
SA major urban - capital city,14,"5,816"
SA major urban - capital city,14,"5,817"
SA major urban - capital city,14,"5,818"
SA major urban - capital city,14,"5,819"
SA major urban - capital city,14,"5,820"
SA major urban - capital city,14,"5,821"
SA major urban - capital city,14,"5,822"
SA major urban - capital city,14,"5,823"
SA major urban - capital city,14,"5,824"
SA major urban - capital city,14,"5,825"
SA major urban - capital city,14,"5,826"
SA major urban - capital city,14,"5,827"
SA major urban - capital city,14,"5,828"
SA major urban - capital city,14,"5,829"
SA major urban - capital city,14,"5,830"
SA major urban - capital city,14,"5,831"
SA major urban - capital city,14,"5,832"
SA major urban - capital city,14,"5,833"
SA major urban - capital city,14,"5,834"
SA major urban - capital city,14,"5,835"
SA major urban - capital city,14,"5,836"
SA major urban - capital city,14,"5,837"
SA major urban - capital city,14,"5,838"
SA major urban - capital city,14,"5,839"
SA major urban - capital city,14,"5,840"
SA major urban - capital city,14,"5,841"
SA major urban - capital city,14,"5,842"
SA major urban - capital city,14,"5,843"
SA major urban - capital city,14,"5,844"
SA major urban - capital city,14,"5,845"
SA major urban - capital city,14,"5,846"
SA major urban - capital city,14,"5,847"
SA major urban - capital city,14,"5,848"
SA major urban - capital city,14,"5,849"
SA major urban - capital city,14,"5,850"
SA major urban - capital city,14,"5,851"
SA major urban - capital city,14,"5,852"
SA major urban - capital city,14,"5,853"
SA major urban - capital city,14,"5,854"
SA major urban - capital city,14,"5,855"
SA major urban - capital city,14,"5,856"
SA major urban - capital city,14,"5,857"
SA major urban - capital city,14,"5,858"
SA major urban - capital city,14,"5,859"
SA major urban - capital city,14,"5,860"
SA major urban - capital city,14,"5,861"
SA major urban - capital city,14,"5,862"
SA major urban - capital city,14,"5,863"
SA major urban - capital city,14,"5,864"
SA major urban - capital city,14,"5,865"
SA major urban - capital city,14,"5,866"
SA major urban - capital city,14,"5,867"
SA major urban - capital city,14,"5,868"
SA major urban - capital city,14,"5,869"
SA major urban - capital city,14,"5,870"
SA major urban - capital city,14,"5,871"
SA major urban - capital city,14,"5,872"
SA major urban - capital city,14,"5,873"
SA major urban - capital city,14,"5,874"
SA major urban - capital city,14,"5,875"
SA major urban - capital city,14,"5,876"
SA major urban - capital city,14,"5,877"
SA major urban - capital city,14,"5,878"
SA major urban - capital city,14,"5,879"
SA major urban - capital city,14,"5,880"
SA major urban - capital city,14,"5,881"
SA major urban - capital city,14,"5,882"
SA major urban - capital city,14,"5,883"
SA major urban - capital city,14,"5,884"
SA major urban - capital city,14,"5,885"
SA major urban - capital city,14,"5,886"
SA major urban - capital city,14,"5,887"
SA major urban - capital city,14,"5,888"
SA major urban - capital city,14,"5,889"
SA major urban - capital city,14,"5,890"
SA major urban - capital city,14,"5,891"
SA major urban - capital city,14,"5,892"
SA major urban - capital city,14,"5,893"
SA major urban - capital city,14,"5,894"
SA major urban - capital city,14,"5,895"
SA major urban - capital city,14,"5,896"
SA major urban - capital city,14,"5,897"
SA major urban - capital city,14,"5,898"
SA major urban - capital city,14,"5,899"
SA major urban - capital city,14,"5,900"
SA major urban - capital city,14,"5,901"
SA major urban - capital city,14,"5,902"
SA major urban - capital city,14,"5,903"
SA major urban - capital city,14,"5,904"
SA major urban - capital city,14,"5,905"
SA major urban - capital city,14,"5,906"
SA major urban - capital city,14,"5,907"
SA major urban - capital city,14,"5,908"
SA major urban - capital city,14,"5,909"
SA major urban - capital city,14,"5,910"
SA major urban - capital city,14,"5,911"
SA major urban - capital city,14,"5,912"
SA major urban - capital city,14,"5,913"
SA major urban - capital city,14,"5,914"
SA major urban - capital city,14,"5,915"
SA major urban - capital city,14,"5,916"
SA major urban - capital city,14,"5,917"
SA major urban - capital city,14,"5,918"
SA major urban - capital city,14,"5,919"
SA major urban - capital city,14,"5,920"
SA major urban - capital city,14,"5,921"
SA major urban - capital city,14,"5,922"
SA major urban - capital city,14,"5,923"
SA major urban - capital city,14,"5,924"
SA major urban - capital city,14,"5,925"
SA major urban - capital city,14,"5,926"
SA major urban - capital city,14,"5,927"
SA major urban - capital city,14,"5,928"
SA major urban - capital city,14,"5,929"
SA major urban - capital city,14,"5,930"
SA major urban - capital city,14,"5,931"
SA major urban - capital city,14,"5,932"
SA major urban - capital city,14,"5,933"
SA major urban - capital city,14,"5,934"
SA major urban - capital city,14,"5,935"
SA major urban - capital city,14,"5,936"
SA major urban - capital city,14,"5,937"
SA major urban - capital city,14,"5,938"
SA major urban - capital city,14,"5,939"
SA major urban - capital city,14,"5,940"
SA major urban - capital city,14,"5,941"
SA major urban - capital city,14,"5,942"
SA major urban - capital city,14,"5,943"
SA major urban - capital city,14,"5,944"
SA major urban - capital city,14,"5,945"
SA major urban - capital city,14,"5,946"
SA major urban - capital city,14,"5,947"
SA major urban - capital city,14,"5,948"
SA major urban - capital city,14,"5,949"
SA major urban - capital city,14,"5,950"
SA major urban - capital city,14,"5,951"
SA major urban - capital city,14,"5,952"
SA major urban - capital city,14,"5,953"
SA major urban - capital city,14,"5,954"
SA major urban - capital city,14,"5,955"
SA major urban - capital city,14,"5,956"
SA major urban - capital city,14,"5,957"
SA major urban - capital city,14,"5,958"
SA major urban - capital city,14,"5,959"
SA major urban - capital city,14,"5,960"
SA major urban - capital city,14,"5,961"
SA major urban - capital city,14,"5,962"
SA major urban - capital city,14,"5,963"
SA major urban - capital city,14,"5,964"
SA major urban - capital city,14,"5,965"
SA major urban - capital city,14,"5,966"
SA major urban - capital city,14,"5,967"
SA major urban - capital city,14,"5,968"
SA major urban - capital city,14,"5,969"
SA major urban - capital city,14,"5,970"
SA major urban - capital city,14,"5,971"
SA major urban - capital city,14,"5,972"
SA major urban - capital city,14,"5,973"
SA major urban - capital city,14,"5,974"
SA major urban - capital city,14,"5,975"
SA major urban - capital city,14,"5,976"
SA major urban - capital city,14,"5,977"
SA major urban - capital city,14,"5,978"
SA major urban - capital city,14,"5,979"
SA major urban - capital city,14,"5,980"
SA major urban - capital city,14,"5,981"
SA major urban - capital city,14,"5,982"
SA major urban - capital city,14,"5,983"
SA major urban - capital city,14,"5,984"
SA major urban - capital city,14,"5,985"
SA major urban - capital city,14,"5,986"
SA major urban - capital city,14,"5,987"
SA major urban - capital city,14,"5,988"
SA major urban - capital city,14,"5,989"
SA major urban - capital city,14,"5,990"
SA major urban - capital city,14,"5,991"
SA major urban - capital city,14,"5,992"
SA major urban - capital city,14,"5,993"
SA major urban - capital city,14,"5,994"
SA major urban - capital city,14,"5,995"
SA major urban - capital city,14,"5,996"
SA major urban - capital city,14,"5,997"
SA major urban - capital city,14,"5,998"
SA major urban - capital city,14,"5,999"
SA regional - high urbanisation,15,"5,116"
SA regional - high urbanisation,15,"5,118"
SA regional - high urbanisation,15,"5,152"
SA regional - high urbanisation,15,"5,154"
SA regional - high urbanisation,15,"5,155"
SA regional - high urbanisation,15,"5,156"
SA regional - high urbanisation,15,"5,253"
SA regional - high urbanisation,15,"5,290"
SA regional - high urbanisation,15,"5,540"
SA regional - high urbanisation,15,"5,600"
SA regional - high urbanisation,15,"5,606"
SA regional - high urbanisation,15,"5,608"
SA regional - high urbanisation,15,"5,609"
SA regional - high urbanisation,15,"5,700"
SA regional - high urbanisation,15,"5,710"
SA regional - low urbanisation,16,"5,173"
SA regional - low urbanisation,16,"5,211"
SA regional - low urbanisation,16,"5,214"
SA regional - low urbanisation,16,"5,250"
SA regional - low urbanisation,16,"5,251"
SA regional - low urbanisation,16,"5,255"
SA regional - low urbanisation,16,"5,271"
SA regional - low urbanisation,16,"5,280"
SA regional - low urbanisation,16,"5,333"
SA regional - low urbanisation,16,"5,341"
SA regional - low urbanisation,16,"5,343"
SA regional - low urbanisation,16,"5,352"
SA regional - low urbanisation,16,"5,355"
SA regional - low urbanisation,16,"5,552"
SA regional - low urbanisation,16,"5,554"
SA regional - low urbanisation,16,"5,558"
SA regional - low urbanisation,16,"5,725"
SA rural,17,"5,117"
SA rural,17,"5,120"
SA rural,17,"5,121"
SA rural,17,"5,131"
SA rural,17,"5,132"
SA rural,17,"5,133"
SA rural,17,"5,134"
SA rural,17,"5,136"
SA rural,17,"5,137"
SA rural,17,"5,138"
SA rural,17,"5,139"
SA rural,17,"5,140"
SA rural,17,"5,141"
SA rural,17,"5,142"
SA rural,17,"5,144"
SA rural,17,"5,150"
SA rural,17,"5,151"
SA rural,17,"5,153"
SA rural,17,"5,157"
SA rural,17,"5,170"
SA rural,17,"5,171"
SA rural,17,"5,172"
SA rural,17,"5,174"
SA rural,17,"5,201"
SA rural,17,"5,202"
SA rural,17,"5,203"
SA rural,17,"5,204"
SA rural,17,"5,210"
SA rural,17,"5,212"
SA rural,17,"5,213"
SA rural,17,"5,220"
SA rural,17,"5,221"
SA rural,17,"5,222"
SA rural,17,"5,223"
SA rural,17,"5,231"
SA rural,17,"5,232"
SA rural,17,"5,233"
SA rural,17,"5,234"
SA rural,17,"5,235"
SA rural,17,"5,236"
SA rural,17,"5,237"
SA rural,17,"5,238"
SA rural,17,"5,240"
SA rural,17,"5,241"
SA rural,17,"5,242"
SA rural,17,"5,243"
SA rural,17,"5,244"
SA rural,17,"5,245"
SA rural,17,"5,252"
SA rural,17,"5,254"
SA rural,17,"5,256"
SA rural,17,"5,259"
SA rural,17,"5,260"
SA rural,17,"5,261"
SA rural,17,"5,262"
SA rural,17,"5,263"
SA rural,17,"5,264"
SA rural,17,"5,265"
SA rural,17,"5,266"
SA rural,17,"5,267"
SA rural,17,"5,268"
SA rural,17,"5,269"
SA rural,17,"5,270"
SA rural,17,"5,272"
SA rural,17,"5,273"
SA rural,17,"5,275"
SA rural,17,"5,276"
SA rural,17,"5,277"
SA rural,17,"5,278"
SA rural,17,"5,279"
SA rural,17,"5,291"
SA rural,17,"5,301"
SA rural,17,"5,302"
SA rural,17,"5,303"
SA rural,17,"5,304"
SA rural,17,"5,306"
SA rural,17,"5,307"
SA rural,17,"5,308"
SA rural,17,"5,309"
SA rural,17,"5,310"
SA rural,17,"5,311"
SA rural,17,"5,312"
SA rural,17,"5,320"
SA rural,17,"5,321"
SA rural,17,"5,322"
SA rural,17,"5,330"
SA rural,17,"5,331"
SA rural,17,"5,332"
SA rural,17,"5,340"
SA rural,17,"5,342"
SA rural,17,"5,344"
SA rural,17,"5,345"
SA rural,17,"5,346"
SA rural,17,"5,350"
SA rural,17,"5,351"
SA rural,17,"5,353"
SA rural,17,"5,354"
SA rural,17,"5,356"
SA rural,17,"5,357"
SA rural,17,"5,360"
SA rural,17,"5,371"
SA rural,17,"5,372"
SA rural,17,"5,373"
SA rural,17,"5,374"
SA rural,17,"5,381"
SA rural,17,"5,400"
SA rural,17,"5,401"
SA rural,17,"5,410"
SA rural,17,"5,411"
SA rural,17,"5,412"
SA rural,17,"5,413"
SA rural,17,"5,414"
SA rural,17,"5,415"
SA rural,17,"5,416"
SA rural,17,"5,417"
SA rural,17,"5,418"
SA rural,17,"5,419"
SA rural,17,"5,420"
SA rural,17,"5,421"
SA rural,17,"5,422"
SA rural,17,"5,431"
SA rural,17,"5,432"
SA rural,17,"5,433"
SA rural,17,"5,434"
SA rural,17,"5,440"
SA rural,17,"5,451"
SA rural,17,"5,452"
SA rural,17,"5,453"
SA rural,17,"5,454"
SA rural,17,"5,455"
SA rural,17,"5,460"
SA rural,17,"5,461"
SA rural,17,"5,462"
SA rural,17,"5,464"
SA rural,17,"5,470"
SA rural,17,"5,471"
SA rural,17,"5,472"
SA rural,17,"5,473"
SA rural,17,"5,480"
SA rural,17,"5,481"
SA rural,17,"5,482"
SA rural,17,"5,483"
SA rural,17,"5,485"
SA rural,17,"5,490"
SA rural,17,"5,491"
SA rural,17,"5,493"
SA rural,17,"5,495"
SA rural,17,"5,501"
SA rural,17,"5,502"
SA rural,17,"5,510"
SA rural,17,"5,520"
SA rural,17,"5,521"
SA rural,17,"5,522"
SA rural,17,"5,523"
SA rural,17,"5,550"
SA rural,17,"5,555"
SA rural,17,"5,556"
SA rural,17,"5,560"
SA rural,17,"5,570"
SA rural,17,"5,571"
SA rural,17,"5,572"
SA rural,17,"5,573"
SA rural,17,"5,575"
SA rural,17,"5,576"
SA rural,17,"5,577"
SA rural,17,"5,580"
SA rural,17,"5,581"
SA rural,17,"5,582"
SA rural,17,"5,583"
SA rural,17,"5,601"
SA rural,17,"5,602"
SA rural,17,"5,603"
SA rural,17,"5,604"
SA rural,17,"5,605"
SA rural,17,"5,607"
SA rural,17,"5,630"
SA rural,17,"5,631"
SA rural,17,"5,632"
SA rural,17,"5,633"
SA rural,17,"5,640"
SA rural,17,"5,641"
SA rural,17,"5,642"
SA rural,17,"5,650"
SA rural,17,"5,651"
SA rural,17,"5,652"
SA rural,17,"5,653"
SA rural,17,"5,654"
SA rural,17,"5,655"
SA rural,17,"5,660"
SA rural,17,"5,661"
SA rural,17,"5,670"
SA rural,17,"5,671"
SA rural,17,"5,680"
SA rural,17,"5,690"
SA rural,17,"5,720"
SA rural,17,"5,722"
SA rural,17,"5,723"
SA rural,17,"5,724"
SA rural,17,"5,730"
SA rural,17,"5,731"
SA rural,17,"5,732"
SA rural,17,"5,733"
SA rural,17,"5,734"
TAS major urban - capital city,18,"7,000"
TAS major urban - capital city,18,"7,001"
TAS major urban - capital city,18,"7,002"
TAS major urban - capital city,18,"7,003"
TAS major urban - capital city,18,"7,004"
TAS major urban - capital city,18,"7,005"
TAS major urban - capital city,18,"7,006"
TAS major urban - capital city,18,"7,007"
TAS major urban - capital city,18,"7,008"
TAS major urban - capital city,18,"7,009"
TAS major urban - capital city,18,"7,010"
TAS major urban - capital city,18,"7,011"
TAS major urban - capital city,18,"7,013"
TAS major urban - capital city,18,"7,014"
TAS major urban - capital city,18,"7,015"
TAS major urban - capital city,18,"7,016"
TAS major urban - capital city,18,"7,018"
TAS major urban - capital city,18,"7,019"
TAS major urban - capital city,18,"7,028"
TAS major urban - capital city,18,"7,029"
TAS major urban - capital city,18,"7,031"
TAS major urban - capital city,18,"7,032"
TAS major urban - capital city,18,"7,033"
TAS major urban - capital city,18,"7,034"
TAS major urban - capital city,18,"7,035"
TAS major urban - capital city,18,"7,036"
TAS major urban - capital city,18,"7,037"
TAS major urban - capital city,18,"7,038"
TAS major urban - capital city,18,"7,039"
TAS major urban - capital city,18,"7,040"
TAS major urban - capital city,18,"7,041"
TAS major urban - capital city,18,"7,042"
TAS major urban - capital city,18,"7,043"
TAS major urban - capital city,18,"7,044"
TAS major urban - capital city,18,"7,045"
TAS major urban - capital city,18,"7,046"
TAS major urban - capital city,18,"7,047"
TAS major urban - capital city,18,"7,048"
TAS major urban - capital city,18,"7,049"
TAS major urban - capital city,18,"7,051"
TAS major urban - capital city,18,"7,053"
TAS major urban - capital city,18,"7,056"
TAS major urban - capital city,18,"7,057"
TAS major urban - capital city,18,"7,058"
TAS major urban - capital city,18,"7,059"
TAS major urban - capital city,18,"7,060"
TAS major urban - capital city,18,"7,061"
TAS major urban - capital city,18,"7,062"
TAS major urban - capital city,18,"7,063"
TAS major urban - capital city,18,"7,064"
TAS major urban - capital city,18,"7,065"
TAS major urban - capital city,18,"7,066"
TAS major urban - capital city,18,"7,067"
TAS major urban - capital city,18,"7,068"
TAS major urban - capital city,18,"7,069"
TAS major urban - capital city,18,"7,070"
TAS major urban - capital city,18,"7,071"
TAS major urban - capital city,18,"7,072"
TAS major urban - capital city,18,"7,073"
TAS major urban - capital city,18,"7,074"
TAS major urban - capital city,18,"7,075"
TAS major urban - capital city,18,"7,076"
TAS major urban - capital city,18,"7,077"
TAS major urban - capital city,18,"7,078"
TAS major urban - capital city,18,"7,079"
TAS major urban - capital city,18,"7,080"
TAS major urban - capital city,18,"7,081"
TAS major urban - capital city,18,"7,082"
TAS major urban - capital city,18,"7,083"
TAS major urban - capital city,18,"7,084"
TAS major urban - capital city,18,"7,085"
TAS major urban - capital city,18,"7,086"
TAS major urban - capital city,18,"7,087"
TAS major urban - capital city,18,"7,088"
TAS major urban - capital city,18,"7,089"
TAS major urban - capital city,18,"7,090"
TAS major urban - capital city,18,"7,091"
TAS major urban - capital city,18,"7,092"
TAS major urban - capital city,18,"7,093"
TAS major urban - capital city,18,"7,094"
TAS major urban - capital city,18,"7,095"
TAS major urban - capital city,18,"7,096"
TAS major urban - capital city,18,"7,097"
TAS major urban - capital city,18,"7,098"
TAS major urban - capital city,18,"7,099"
TAS major urban - capital city,18,"7,100"
TAS major urban - capital city,18,"7,101"
TAS major urban - capital city,18,"7,102"
TAS major urban - capital city,18,"7,103"
TAS major urban - capital city,18,"7,104"
TAS major urban - capital city,18,"7,105"
TAS major urban - capital city,18,"7,106"
TAS major urban - capital city,18,"7,107"
TAS major urban - capital city,18,"7,108"
TAS major urban - capital city,18,"7,110"
TAS major urban - capital city,18,"7,111"
TAS major urban - capital city,18,"7,114"
TAS major urban - capital city,18,"7,115"
TAS major urban - capital city,18,"7,118"
TAS major urban - capital city,18,"7,121"
TAS major urban - capital city,18,"7,122"
TAS major urban - capital city,18,"7,123"
TAS major urban - capital city,18,"7,124"
TAS major urban - capital city,18,"7,125"
TAS major urban - capital city,18,"7,126"
TAS major urban - capital city,18,"7,127"
TAS major urban - capital city,18,"7,128"
TAS major urban - capital city,18,"7,129"
TAS major urban - capital city,18,"7,130"
TAS major urban - capital city,18,"7,131"
TAS major urban - capital city,18,"7,132"
TAS major urban - capital city,18,"7,133"
TAS major urban - capital city,18,"7,134"
TAS major urban - capital city,18,"7,135"
TAS major urban - capital city,18,"7,136"
TAS major urban - capital city,18,"7,137"
TAS major urban - capital city,18,"7,138"
TAS major urban - capital city,18,"7,141"
TAS major urban - capital city,18,"7,142"
TAS major urban - capital city,18,"7,143"
TAS major urban - capital city,18,"7,144"
TAS major urban - capital city,18,"7,145"
TAS major urban - capital city,18,"7,146"
TAS major urban - capital city,18,"7,147"
TAS major urban - capital city,18,"7,148"
TAS major urban - capital city,18,"7,149"
TAS major urban - capital city,18,"7,152"
TAS major urban - capital city,18,"7,153"
TAS major urban - capital city,18,"7,154"
TAS major urban - capital city,18,"7,156"
TAS major urban - capital city,18,"7,157"
TAS major urban - capital city,18,"7,158"
TAS major urban - capital city,18,"7,159"
TAS major urban - capital city,18,"7,160"
TAS major urban - capital city,18,"7,161"
TAS major urban - capital city,18,"7,164"
TAS major urban - capital city,18,"7,165"
TAS major urban - capital city,18,"7,166"
TAS major urban - capital city,18,"7,167"
TAS major urban - capital city,18,"7,168"
TAS major urban - capital city,18,"7,169"
TAS major urban - capital city,18,"7,181"
TAS major urban - capital city,18,"7,188"
TAS major urban - capital city,18,"7,189"
TAS major urban - capital city,18,"7,191"
TAS major urban - capital city,18,"7,192"
TAS major urban - capital city,18,"7,193"
TAS major urban - capital city,18,"7,194"
TAS major urban - capital city,18,"7,195"
TAS major urban - capital city,18,"7,196"
TAS major urban - capital city,18,"7,197"
TAS major urban - capital city,18,"7,198"
TAS major urban - capital city,18,"7,199"
TAS major urban - capital city,18,"7,200"
TAS major urban - capital city,18,"7,201"
TAS major urban - capital city,18,"7,202"
TAS major urban - capital city,18,"7,203"
TAS major urban - capital city,18,"7,204"
TAS major urban - capital city,18,"7,205"
TAS major urban - capital city,18,"7,206"
TAS major urban - capital city,18,"7,207"
TAS major urban - capital city,18,"7,208"
TAS major urban - capital city,18,"7,217"
TAS major urban - capital city,18,"7,218"
TAS major urban - capital city,18,"7,219"
TAS major urban - capital city,18,"7,220"
TAS major urban - capital city,18,"7,221"
TAS major urban - capital city,18,"7,222"
TAS major urban - capital city,18,"7,223"
TAS major urban - capital city,18,"7,224"
TAS major urban - capital city,18,"7,225"
TAS major urban - capital city,18,"7,226"
TAS major urban - capital city,18,"7,227"
TAS major urban - capital city,18,"7,228"
TAS major urban - capital city,18,"7,229"
