Region,Region code,Postcode
QLD major urban - capital city,9,"4,500"
QLD major urban - capital city,9,"4,501"
QLD major urban - capital city,9,"4,502"
QLD major urban - capital city,9,"4,503"
QLD major urban - capital city,9,"4,504"
QLD major urban - capital city,9,"4,505"
QLD major urban - capital city,9,"4,506"
QLD major urban - capital city,9,"4,508"
QLD major urban - capital city,9,"4,509"
QLD major urban - capital city,9,"4,510"
QLD major urban - capital city,9,"4,513"
QLD major urban - capital city,9,"4,522"
QLD major urban - capital city,9,"4,523"
QLD major urban - capital city,9,"4,524"
QLD major urban - capital city,9,"4,525"
QLD major urban - capital city,9,"4,526"
QLD major urban - capital city,9,"4,527"
QLD major urban - capital city,9,"4,528"
QLD major urban - capital city,9,"4,529"
QLD major urban - capital city,9,"4,530"
QLD major urban - capital city,9,"4,531"
QLD major urban - capital city,9,"4,532"
QLD major urban - capital city,9,"4,533"
QLD major urban - capital city,9,"4,534"
QLD major urban - capital city,9,"4,535"
QLD major urban - capital city,9,"4,536"
QLD major urban - capital city,9,"4,537"
QLD major urban - capital city,9,"4,538"
QLD major urban - capital city,9,"4,539"
QLD major urban - capital city,9,"4,540"
QLD major urban - capital city,9,"4,541"
QLD major urban - capital city,9,"4,542"
QLD major urban - capital city,9,"4,543"
QLD major urban - capital city,9,"4,544"
QLD major urban - capital city,9,"4,545"
QLD major urban - capital city,9,"4,546"
QLD major urban - capital city,9,"4,547"
QLD major urban - capital city,9,"4,548"
QLD major urban - capital city,9,"4,549"
QLD major urban - capital city,9,"4,576"
QLD major urban - capital city,9,"4,577"
QLD major urban - capital city,9,"4,578"
QLD major urban - capital city,9,"4,579"
QLD major urban - capital city,9,"4,582"
QLD major urban - capital city,9,"4,583"
QLD major urban - capital city,9,"4,584"
QLD major urban - capital city,9,"4,585"
QLD major urban - capital city,9,"4,586"
QLD major urban - capital city,9,"4,587"
QLD major urban - capital city,9,"4,588"
QLD major urban - capital city,9,"4,589"
QLD major urban - capital city,9,"4,590"
QLD major urban - capital city,9,"4,591"
QLD major urban - capital city,9,"4,592"
QLD major urban - capital city,9,"4,593"
QLD major urban - capital city,9,"4,594"
QLD major urban - capital city,9,"4,595"
QLD major urban - capital city,9,"4,596"
QLD major urban - capital city,9,"4,597"
QLD major urban - capital city,9,"4,598"
QLD major urban - capital city,9,"4,599"
QLD major urban - capital city,9,"4,602"
QLD major urban - capital city,9,"4,603"
QLD major urban - capital city,9,"4,604"
QLD major urban - capital city,9,"4,607"
QLD major urban - capital city,9,"4,609"
QLD major urban - capital city,9,"4,616"
QLD major urban - capital city,9,"4,617"
QLD major urban - capital city,9,"4,618"
QLD major urban - capital city,9,"4,619"
QLD major urban - capital city,9,"4,622"
QLD major urban - capital city,9,"4,623"
QLD major urban - capital city,9,"4,624"
QLD major urban - capital city,9,"4,628"
QLD major urban - capital city,9,"4,629"
QLD major urban - capital city,9,"4,631"
QLD major urban - capital city,9,"4,632"
QLD major urban - capital city,9,"4,633"
QLD major urban - capital city,9,"4,634"
QLD major urban - capital city,9,"4,635"
QLD major urban - capital city,9,"4,636"
QLD major urban - capital city,9,"4,637"
QLD major urban - capital city,9,"4,638"
QLD major urban - capital city,9,"4,639"
QLD major urban - capital city,9,"4,640"
QLD major urban - capital city,9,"4,641"
QLD major urban - capital city,9,"4,642"
QLD major urban - capital city,9,"4,643"
QLD major urban - capital city,9,"4,644"
QLD major urban - capital city,9,"4,645"
QLD major urban - capital city,9,"4,646"
QLD major urban - capital city,9,"4,647"
QLD major urban - capital city,9,"4,648"
QLD major urban - capital city,9,"4,649"
QLD major urban - capital city,9,"4,651"
QLD major urban - capital city,9,"4,652"
QLD major urban - capital city,9,"4,653"
QLD major urban - capital city,9,"4,654"
QLD major urban - capital city,9,"4,656"
QLD major urban - capital city,9,"4,657"
QLD major urban - capital city,9,"4,658"
QLD major urban - capital city,9,"4,661"
QLD major urban - capital city,9,"4,663"
QLD major urban - capital city,9,"4,664"
QLD major urban - capital city,9,"4,665"
QLD major urban - capital city,9,"4,666"
QLD major urban - capital city,9,"4,667"
QLD major urban - capital city,9,"4,668"
QLD major urban - capital city,9,"4,669"
QLD major urban - capital city,9,"4,672"
QLD major urban - capital city,9,"4,675"
QLD major urban - capital city,9,"4,679"
QLD major urban - capital city,9,"4,681"
QLD major urban - capital city,9,"4,682"
QLD major urban - capital city,9,"4,683"
QLD major urban - capital city,9,"4,684"
QLD major urban - capital city,9,"4,685"
QLD major urban - capital city,9,"4,686"
QLD major urban - capital city,9,"4,687"
QLD major urban - capital city,9,"4,688"
QLD major urban - capital city,9,"4,689"
QLD major urban - capital city,9,"4,690"
QLD major urban - capital city,9,"4,691"
QLD major urban - capital city,9,"4,692"
QLD major urban - capital city,9,"4,693"
QLD major urban - capital city,9,"4,696"
QLD major urban - capital city,9,"4,698"
QLD major urban - capital city,9,"4,708"
QLD major urban - capital city,9,"4,729"
QLD major urban - capital city,9,"4,734"
QLD major urban - capital city,9,"4,747"
QLD major urban - capital city,9,"4,748"
QLD major urban - capital city,9,"4,749"
QLD major urban - capital city,9,"4,752"
QLD major urban - capital city,9,"4,755"
QLD major urban - capital city,9,"4,758"
QLD major urban - capital city,9,"4,759"
QLD major urban - capital city,9,"4,760"
QLD major urban - capital city,9,"4,761"
QLD major urban - capital city,9,"4,762"
QLD major urban - capital city,9,"4,763"
QLD major urban - capital city,9,"4,764"
QLD major urban - capital city,9,"4,765"
QLD major urban - capital city,9,"4,766"
QLD major urban - capital city,9,"4,767"
QLD major urban - capital city,9,"4,768"
QLD major urban - capital city,9,"4,769"
QLD major urban - capital city,9,"4,770"
QLD major urban - capital city,9,"4,771"
QLD major urban - capital city,9,"4,772"
QLD major urban - capital city,9,"4,773"
QLD major urban - capital city,9,"4,774"
QLD major urban - capital city,9,"4,775"
QLD major urban - capital city,9,"4,776"
QLD major urban - capital city,9,"4,777"
QLD major urban - capital city,9,"4,778"
QLD major urban - capital city,9,"4,779"
QLD major urban - capital city,9,"4,780"
QLD major urban - capital city,9,"4,781"
QLD major urban - capital city,9,"4,782"
QLD major urban - capital city,9,"4,783"
QLD major urban - capital city,9,"4,784"
QLD major urban - capital city,9,"4,785"
QLD major urban - capital city,9,"4,786"
QLD major urban - capital city,9,"4,787"
QLD major urban - capital city,9,"4,788"
QLD major urban - capital city,9,"4,789"
QLD major urban - capital city,9,"4,790"
QLD major urban - capital city,9,"4,791"
QLD major urban - capital city,9,"4,792"
QLD major urban - capital city,9,"4,793"
QLD major urban - capital city,9,"4,794"
QLD major urban - capital city,9,"4,795"
QLD major urban - capital city,9,"4,796"
QLD major urban - capital city,9,"4,797"
QLD major urban - capital city,9,"4,813"
QLD major urban - capital city,9,"4,826"
QLD major urban - capital city,9,"4,827"
QLD major urban - capital city,9,"4,831"
QLD major urban - capital city,9,"4,832"
QLD major urban - capital city,9,"4,833"
QLD major urban - capital city,9,"4,834"
QLD major urban - capital city,9,"4,835"
QLD major urban - capital city,9,"4,836"
QLD major urban - capital city,9,"4,837"
QLD major urban - capital city,9,"4,838"
QLD major urban - capital city,9,"4,839"
QLD major urban - capital city,9,"4,840"
QLD major urban - capital city,9,"4,841"
QLD major urban - capital city,9,"4,842"
QLD major urban - capital city,9,"4,843"
QLD major urban - capital city,9,"4,844"
QLD major urban - capital city,9,"4,845"
QLD major urban - capital city,9,"4,846"
QLD major urban - capital city,9,"4,847"
QLD major urban - capital city,9,"4,848"
QLD major urban - capital city,9,"4,851"
QLD major urban - capital city,9,"4,853"
QLD major urban - capital city,9,"4,862"
QLD major urban - capital city,9,"4,863"
QLD major urban - capital city,9,"4,864"
QLD major urban - capital city,9,"4,866"
QLD major urban - capital city,9,"4,867"
QLD major urban - capital city,9,"4,889"
QLD major urban - capital city,9,"4,892"
QLD major urban - capital city,9,"4,893"
QLD major urban - capital city,9,"4,894"
QLD major urban - capital city,9,"4,896"
QLD major urban - capital city,9,"4,897"
QLD major urban - capital city,9,"4,898"
QLD major urban - capital city,9,"4,899"
QLD major urban - capital city,9,"4,900"
QLD major urban - capital city,9,"4,901"
QLD major urban - capital city,9,"4,902"
QLD major urban - capital city,9,"4,903"
QLD major urban - capital city,9,"4,904"
QLD major urban - capital city,9,"4,905"
QLD major urban - capital city,9,"4,906"
QLD major urban - capital city,9,"4,907"
QLD major urban - capital city,9,"4,908"
QLD major urban - capital city,9,"4,909"
QLD major urban - capital city,9,"4,910"
QLD major urban - capital city,9,"4,911"
QLD major urban - capital city,9,"4,912"
QLD major urban - capital city,9,"4,913"
QLD major urban - capital city,9,"4,914"
QLD major urban - capital city,9,"4,915"
QLD major urban - capital city,9,"4,916"
QLD major urban - capital city,9,"4,917"
QLD major urban - capital city,9,"4,918"
QLD major urban - capital city,9,"4,919"
QLD major urban - capital city,9,"4,920"
QLD major urban - capital city,9,"4,921"
QLD major urban - capital city,9,"4,922"
QLD major urban - capital city,9,"4,923"
QLD major urban - capital city,9,"4,924"
QLD major urban - capital city,9,"4,925"
QLD major urban - capital city,9,"4,926"
QLD major urban - capital city,9,"4,927"
QLD major urban - capital city,9,"4,928"
QLD major urban - capital city,9,"4,929"
QLD major urban - capital city,9,"4,930"
QLD major urban - capital city,9,"4,931"
QLD major urban - capital city,9,"4,932"
QLD major urban - capital city,9,"4,933"
QLD major urban - capital city,9,"4,934"
QLD major urban - capital city,9,"4,935"
QLD major urban - capital city,9,"4,936"
QLD major urban - capital city,9,"4,937"
QLD major urban - capital city,9,"4,938"
QLD major urban - capital city,9,"4,939"
QLD major urban - capital city,9,"4,940"
QLD major urban - capital city,9,"4,941"
QLD major urban - capital city,9,"4,942"
QLD major urban - capital city,9,"4,943"
QLD major urban - capital city,9,"4,944"
QLD major urban - capital city,9,"4,945"
QLD major urban - capital city,9,"4,946"
QLD major urban - capital city,9,"4,947"
QLD major urban - capital city,9,"4,948"
QLD major urban - capital city,9,"4,949"
QLD major urban - capital city,9,"4,950"
QLD major urban - capital city,9,"4,951"
QLD major urban - capital city,9,"4,952"
QLD major urban - capital city,9,"4,953"
QLD major urban - capital city,9,"4,954"
QLD major urban - capital city,9,"4,955"
QLD major urban - capital city,9,"4,956"
QLD major urban - capital city,9,"4,957"
QLD major urban - capital city,9,"4,958"
QLD major urban - capital city,9,"4,959"
QLD major urban - capital city,9,"4,960"
QLD major urban - capital city,9,"4,961"
QLD major urban - capital city,9,"4,962"
QLD major urban - capital city,9,"4,963"
QLD major urban - capital city,9,"4,964"
QLD major urban - capital city,9,"4,965"
QLD major urban - capital city,9,"4,966"
QLD major urban - capital city,9,"4,967"
QLD major urban - capital city,9,"4,968"
QLD major urban - capital city,9,"4,969"
QLD major urban - capital city,9,"4,970"
QLD major urban - capital city,9,"4,971"
QLD major urban - capital city,9,"4,972"
QLD major urban - capital city,9,"4,973"
QLD major urban - capital city,9,"4,974"
QLD major urban - capital city,9,"4,975"
QLD major urban - capital city,9,"4,976"
QLD major urban - capital city,9,"4,977"
QLD major urban - capital city,9,"4,978"
QLD major urban - capital city,9,"4,979"
QLD major urban - capital city,9,"4,980"
QLD major urban - capital city,9,"4,981"
QLD major urban - capital city,9,"4,982"
QLD major urban - capital city,9,"4,983"
QLD major urban - capital city,9,"4,984"
QLD major urban - capital city,9,"4,985"
QLD major urban - capital city,9,"4,986"
QLD major urban - capital city,9,"4,987"
QLD major urban - capital city,9,"4,988"
QLD major urban - capital city,9,"4,989"
QLD major urban - capital city,9,"4,990"
QLD major urban - capital city,9,"4,991"
QLD major urban - capital city,9,"4,992"
QLD major urban - capital city,9,"4,993"
QLD major urban - capital city,9,"4,994"
QLD major urban - capital city,9,"4,995"
QLD major urban - capital city,9,"4,996"
QLD major urban - capital city,9,"4,997"
QLD major urban - capital city,9,"4,998"
QLD major urban - capital city,9,"4,999"
QLD major urban - capital city,9,"9,000"
QLD major urban - capital city,9,"9,001"
QLD major urban - capital city,9,"9,002"
QLD major urban - capital city,9,"9,003"
QLD major urban - capital city,9,"9,004"
QLD major urban - capital city,9,"9,005"
QLD major urban - capital city,9,"9,006"
QLD major urban - capital city,9,"9,007"
QLD major urban - capital city,9,"9,008"
QLD major urban - capital city,9,"9,009"
QLD major urban - capital city,9,"9,010"
QLD major urban - capital city,9,"9,011"
QLD major urban - capital city,9,"9,012"
QLD major urban - capital city,9,"9,013"
QLD major urban - capital city,9,"9,014"
QLD major urban - capital city,9,"9,015"
QLD major urban - capital city,9,"9,016"
QLD major urban - capital city,9,"9,017"
QLD major urban - capital city,9,"9,018"
QLD major urban - capital city,9,"9,019"
QLD major urban - capital city,9,"9,020"
QLD major urban - capital city,9,"9,021"
QLD major urban - capital city,9,"9,022"
QLD major urban - capital city,9,"9,023"
QLD major urban - capital city,9,"9,024"
QLD major urban - capital city,9,"9,025"
QLD major urban - capital city,9,"9,026"
QLD major urban - capital city,9,"9,027"
QLD major urban - capital city,9,"9,028"
QLD major urban - capital city,9,"9,029"
QLD major urban - capital city,9,"9,030"
QLD major urban - capital city,9,"9,031"
QLD major urban - capital city,9,"9,032"
QLD major urban - capital city,9,"9,033"
QLD major urban - capital city,9,"9,034"
QLD major urban - capital city,9,"9,035"
QLD major urban - capital city,9,"9,036"
QLD major urban - capital city,9,"9,037"
QLD major urban - capital city,9,"9,038"
QLD major urban - capital city,9,"9,039"
QLD major urban - capital city,9,"9,040"
QLD major urban - capital city,9,"9,041"
QLD major urban - capital city,9,"9,042"
QLD major urban - capital city,9,"9,043"
QLD major urban - capital city,9,"9,044"
QLD major urban - capital city,9,"9,045"
QLD major urban - capital city,9,"9,046"
QLD major urban - capital city,9,"9,047"
QLD major urban - capital city,9,"9,048"
QLD major urban - capital city,9,"9,049"
QLD major urban - capital city,9,"9,050"
QLD major urban - capital city,9,"9,051"
QLD major urban - capital city,9,"9,052"
QLD major urban - capital city,9,"9,053"
QLD major urban - capital city,9,"9,054"
QLD major urban - capital city,9,"9,055"
QLD major urban - capital city,9,"9,056"
QLD major urban - capital city,9,"9,057"
QLD major urban - capital city,9,"9,058"
QLD major urban - capital city,9,"9,059"
QLD major urban - capital city,9,"9,060"
QLD major urban - capital city,9,"9,061"
QLD major urban - capital city,9,"9,062"
QLD major urban - capital city,9,"9,063"
QLD major urban - capital city,9,"9,064"
QLD major urban - capital city,9,"9,065"
QLD major urban - capital city,9,"9,066"
QLD major urban - capital city,9,"9,067"
QLD major urban - capital city,9,"9,068"
QLD major urban - capital city,9,"9,069"
QLD major urban - capital city,9,"9,070"
QLD major urban - capital city,9,"9,071"
QLD major urban - capital city,9,"9,072"
QLD major urban - capital city,9,"9,073"
QLD major urban - capital city,9,"9,074"
QLD major urban - capital city,9,"9,075"
QLD major urban - capital city,9,"9,076"
QLD major urban - capital city,9,"9,077"
QLD major urban - capital city,9,"9,078"
QLD major urban - capital city,9,"9,079"
QLD major urban - capital city,9,"9,080"
QLD major urban - capital city,9,"9,081"
QLD major urban - capital city,9,"9,082"
QLD major urban - capital city,9,"9,083"
QLD major urban - capital city,9,"9,084"
QLD major urban - capital city,9,"9,085"
QLD major urban - capital city,9,"9,086"
QLD major urban - capital city,9,"9,087"
QLD major urban - capital city,9,"9,088"
QLD major urban - capital city,9,"9,089"
QLD major urban - capital city,9,"9,090"
QLD major urban - capital city,9,"9,091"
QLD major urban - capital city,9,"9,092"
QLD major urban - capital city,9,"9,093"
QLD major urban - capital city,9,"9,094"
QLD major urban - capital city,9,"9,095"
QLD major urban - capital city,9,"9,096"
QLD major urban - capital city,9,"9,097"
QLD major urban - capital city,9,"9,098"
QLD major urban - capital city,9,"9,099"
QLD major urban - capital city,9,"9,100"
QLD major urban - capital city,9,"9,101"
QLD major urban - capital city,9,"9,102"
QLD major urban - capital city,9,"9,103"
QLD major urban - capital city,9,"9,104"
QLD major urban - capital city,9,"9,105"
QLD major urban - capital city,9,"9,106"
QLD major urban - capital city,9,"9,107"
QLD major urban - capital city,9,"9,108"
QLD major urban - capital city,9,"9,109"
QLD major urban - capital city,9,"9,110"
QLD major urban - capital city,9,"9,111"
QLD major urban - capital city,9,"9,112"
QLD major urban - capital city,9,"9,113"
QLD major urban - capital city,9,"9,114"
QLD major urban - capital city,9,"9,115"
QLD major urban - capital city,9,"9,116"
QLD major urban - capital city,9,"9,117"
QLD major urban - capital city,9,"9,118"
QLD major urban - capital city,9,"9,119"
QLD major urban - capital city,9,"9,120"
QLD major urban - capital city,9,"9,121"
QLD major urban - capital city,9,"9,122"
QLD major urban - capital city,9,"9,123"
QLD major urban - capital city,9,"9,124"
QLD major urban - capital city,9,"9,125"
QLD major urban - capital city,9,"9,126"
QLD major urban - capital city,9,"9,127"
QLD major urban - capital city,9,"9,128"
QLD major urban - capital city,9,"9,129"
QLD major urban - capital city,9,"9,130"
QLD major urban - capital city,9,"9,131"
QLD major urban - capital city,9,"9,132"
QLD major urban - capital city,9,"9,133"
QLD major urban - capital city,9,"9,134"
QLD major urban - capital city,9,"9,135"
QLD major urban - capital city,9,"9,136"
QLD major urban - capital city,9,"9,137"
QLD major urban - capital city,9,"9,138"
QLD major urban - capital city,9,"9,139"
QLD major urban - capital city,9,"9,140"
QLD major urban - capital city,9,"9,141"
QLD major urban - capital city,9,"9,142"
QLD major urban - capital city,9,"9,143"
QLD major urban - capital city,9,"9,144"
QLD major urban - capital city,9,"9,145"
QLD major urban - capital city,9,"9,146"
QLD major urban - capital city,9,"9,147"
QLD major urban - capital city,9,"9,148"
QLD major urban - capital city,9,"9,149"
QLD major urban - capital city,9,"9,150"
QLD major urban - capital city,9,"9,151"
QLD major urban - capital city,9,"9,152"
QLD major urban - capital city,9,"9,153"
QLD major urban - capital city,9,"9,154"
QLD major urban - capital city,9,"9,155"
QLD major urban - capital city,9,"9,156"
QLD major urban - capital city,9,"9,157"
QLD major urban - capital city,9,"9,158"
QLD major urban - capital city,9,"9,159"
QLD major urban - capital city,9,"9,160"
QLD major urban - capital city,9,"9,161"
QLD major urban - capital city,9,"9,162"
QLD major urban - capital city,9,"9,163"
QLD major urban - capital city,9,"9,164"
QLD major urban - capital city,9,"9,165"
QLD major urban - capital city,9,"9,166"
QLD major urban - capital city,9,"9,167"
QLD major urban - capital city,9,"9,168"
QLD major urban - capital city,9,"9,169"
QLD major urban - capital city,9,"9,170"
QLD major urban - capital city,9,"9,171"
QLD major urban - capital city,9,"9,172"
QLD major urban - capital city,9,"9,173"
QLD major urban - capital city,9,"9,174"
QLD major urban - capital city,9,"9,175"
QLD major urban - capital city,9,"9,176"
QLD major urban - capital city,9,"9,177"
QLD major urban - capital city,9,"9,178"
QLD major urban - capital city,9,"9,179"
QLD major urban - capital city,9,"9,180"
QLD major urban - capital city,9,"9,181"
QLD major urban - capital city,9,"9,182"
QLD major urban - capital city,9,"9,183"
QLD major urban - capital city,9,"9,184"
QLD major urban - capital city,9,"9,185"
QLD major urban - capital city,9,"9,186"
QLD major urban - capital city,9,"9,187"
QLD major urban - capital city,9,"9,188"
QLD major urban - capital city,9,"9,189"
QLD major urban - capital city,9,"9,190"
QLD major urban - capital city,9,"9,191"
QLD major urban - capital city,9,"9,192"
QLD major urban - capital city,9,"9,193"
QLD major urban - capital city,9,"9,194"
QLD major urban - capital city,9,"9,195"
QLD major urban - capital city,9,"9,196"
QLD major urban - capital city,9,"9,197"
QLD major urban - capital city,9,"9,198"
QLD major urban - capital city,9,"9,199"
QLD major urban - capital city,9,"9,200"
QLD major urban - capital city,9,"9,201"
QLD major urban - capital city,9,"9,202"
QLD major urban - capital city,9,"9,203"
QLD major urban - capital city,9,"9,204"
QLD major urban - capital city,9,"9,205"
QLD major urban - capital city,9,"9,206"
QLD major urban - capital city,9,"9,207"
QLD major urban - capital city,9,"9,208"
QLD major urban - capital city,9,"9,209"
QLD major urban - capital city,9,"9,210"
QLD major urban - capital city,9,"9,211"
QLD major urban - capital city,9,"9,212"
QLD major urban - capital city,9,"9,213"
QLD major urban - capital city,9,"9,214"
QLD major urban - capital city,9,"9,215"
QLD major urban - capital city,9,"9,216"
QLD major urban - capital city,9,"9,217"
QLD major urban - capital city,9,"9,218"
QLD major urban - capital city,9,"9,219"
QLD major urban - capital city,9,"9,220"
QLD major urban - capital city,9,"9,221"
QLD major urban - capital city,9,"9,222"
QLD major urban - capital city,9,"9,223"
QLD major urban - capital city,9,"9,224"
QLD major urban - capital city,9,"9,225"
QLD major urban - capital city,9,"9,226"
QLD major urban - capital city,9,"9,227"
QLD major urban - capital city,9,"9,228"
QLD major urban - capital city,9,"9,229"
QLD major urban - capital city,9,"9,230"
QLD major urban - capital city,9,"9,231"
QLD major urban - capital city,9,"9,232"
QLD major urban - capital city,9,"9,233"
QLD major urban - capital city,9,"9,234"
QLD major urban - capital city,9,"9,235"
QLD major urban - capital city,9,"9,236"
QLD major urban - capital city,9,"9,237"
QLD major urban - capital city,9,"9,238"
QLD major urban - capital city,9,"9,239"
QLD major urban - capital city,9,"9,240"
QLD major urban - capital city,9,"9,241"
QLD major urban - capital city,9,"9,242"
QLD major urban - capital city,9,"9,243"
QLD major urban - capital city,9,"9,244"
QLD major urban - capital city,9,"9,245"
QLD major urban - capital city,9,"9,246"
QLD major urban - capital city,9,"9,247"
QLD major urban - capital city,9,"9,248"
QLD major urban - capital city,9,"9,249"
QLD major urban - capital city,9,"9,250"
QLD major urban - capital city,9,"9,251"
QLD major urban - capital city,9,"9,252"
QLD major urban - capital city,9,"9,253"
QLD major urban - capital city,9,"9,254"
QLD major urban - capital city,9,"9,255"
QLD major urban - capital city,9,"9,256"
QLD major urban - capital city,9,"9,257"
QLD major urban - capital city,9,"9,258"
QLD major urban - capital city,9,"9,259"
QLD major urban - capital city,9,"9,260"
QLD major urban - capital city,9,"9,261"
QLD major urban - capital city,9,"9,262"
QLD major urban - capital city,9,"9,263"
QLD major urban - capital city,9,"9,264"
QLD major urban - capital city,9,"9,265"
QLD major urban - capital city,9,"9,266"
QLD major urban - capital city,9,"9,267"
QLD major urban - capital city,9,"9,268"
QLD major urban - capital city,9,"9,269"
QLD major urban - capital city,9,"9,270"
QLD major urban - capital city,9,"9,271"
QLD major urban - capital city,9,"9,272"
QLD major urban - capital city,9,"9,273"
QLD major urban - capital city,9,"9,274"
QLD major urban - capital city,9,"9,275"
QLD major urban - capital city,9,"9,276"
QLD major urban - capital city,9,"9,277"
QLD major urban - capital city,9,"9,278"
QLD major urban - capital city,9,"9,279"
QLD major urban - capital city,9,"9,280"
QLD major urban - capital city,9,"9,281"
QLD major urban - capital city,9,"9,282"
QLD major urban - capital city,9,"9,283"
QLD major urban - capital city,9,"9,284"
QLD major urban - capital city,9,"9,285"
QLD major urban - capital city,9,"9,286"
QLD major urban - capital city,9,"9,287"
QLD major urban - capital city,9,"9,288"
QLD major urban - capital city,9,"9,289"
QLD major urban - capital city,9,"9,290"
QLD major urban - capital city,9,"9,291"
QLD major urban - capital city,9,"9,292"
QLD major urban - capital city,9,"9,293"
QLD major urban - capital city,9,"9,294"
QLD major urban - capital city,9,"9,295"
QLD major urban - capital city,9,"9,296"
QLD major urban - capital city,9,"9,297"
QLD major urban - capital city,9,"9,298"
QLD major urban - capital city,9,"9,299"
QLD major urban - capital city,9,"9,300"
QLD major urban - capital city,9,"9,301"
QLD major urban - capital city,9,"9,302"
QLD major urban - capital city,9,"9,303"
QLD major urban - capital city,9,"9,304"
QLD major urban - capital city,9,"9,305"
QLD major urban - capital city,9,"9,306"
QLD major urban - capital city,9,"9,307"
QLD major urban - capital city,9,"9,308"
QLD major urban - capital city,9,"9,309"
QLD major urban - capital city,9,"9,310"
QLD major urban - capital city,9,"9,311"
QLD major urban - capital city,9,"9,312"
QLD major urban - capital city,9,"9,313"
QLD major urban - capital city,9,"9,314"
QLD major urban - capital city,9,"9,315"
QLD major urban - capital city,9,"9,316"
QLD major urban - capital city,9,"9,317"
QLD major urban - capital city,9,"9,318"
QLD major urban - capital city,9,"9,319"
QLD major urban - capital city,9,"9,320"
QLD major urban - capital city,9,"9,321"
QLD major urban - capital city,9,"9,322"
QLD major urban - capital city,9,"9,323"
QLD major urban - capital city,9,"9,324"
QLD major urban - capital city,9,"9,325"
QLD major urban - capital city,9,"9,326"
QLD major urban - capital city,9,"9,327"
QLD major urban - capital city,9,"9,328"
QLD major urban - capital city,9,"9,329"
QLD major urban - capital city,9,"9,330"
QLD major urban - capital city,9,"9,331"
QLD major urban - capital city,9,"9,332"
QLD major urban - capital city,9,"9,333"
QLD major urban - capital city,9,"9,334"
QLD major urban - capital city,9,"9,335"
QLD major urban - capital city,9,"9,336"
QLD major urban - capital city,9,"9,337"
QLD major urban - capital city,9,"9,338"
QLD major urban - capital city,9,"9,339"
QLD major urban - capital city,9,"9,340"
QLD major urban - capital city,9,"9,341"
QLD major urban - capital city,9,"9,342"
QLD major urban - capital city,9,"9,343"
QLD major urban - capital city,9,"9,344"
QLD major urban - capital city,9,"9,345"
QLD major urban - capital city,9,"9,346"
QLD major urban - capital city,9,"9,347"
QLD major urban - capital city,9,"9,348"
QLD major urban - capital city,9,"9,349"
QLD major urban - capital city,9,"9,350"
QLD major urban - capital city,9,"9,351"
QLD major urban - capital city,9,"9,352"
QLD major urban - capital city,9,"9,353"
QLD major urban - capital city,9,"9,354"
QLD major urban - capital city,9,"9,355"
QLD major urban - capital city,9,"9,356"
QLD major urban - capital city,9,"9,357"
QLD major urban - capital city,9,"9,358"
QLD major urban - capital city,9,"9,359"
QLD major urban - capital city,9,"9,360"
QLD major urban - capital city,9,"9,361"
QLD major urban - capital city,9,"9,362"
QLD major urban - capital city,9,"9,363"
QLD major urban - capital city,9,"9,364"
QLD major urban - capital city,9,"9,365"
QLD major urban - capital city,9,"9,366"
QLD major urban - capital city,9,"9,367"
QLD major urban - capital city,9,"9,368"
QLD major urban - capital city,9,"9,369"
QLD major urban - capital city,9,"9,370"
QLD major urban - capital city,9,"9,371"
QLD major urban - capital city,9,"9,372"
QLD major urban - capital city,9,"9,373"
QLD major urban - capital city,9,"9,374"
QLD major urban - capital city,9,"9,375"
QLD major urban - capital city,9,"9,376"
QLD major urban - capital city,9,"9,377"
QLD major urban - capital city,9,"9,378"
QLD major urban - capital city,9,"9,379"
QLD major urban - capital city,9,"9,380"
QLD major urban - capital city,9,"9,381"
QLD major urban - capital city,9,"9,382"
QLD major urban - capital city,9,"9,383"
QLD major urban - capital city,9,"9,384"
QLD major urban - capital city,9,"9,385"
QLD major urban - capital city,9,"9,386"
QLD major urban - capital city,9,"9,387"
QLD major urban - capital city,9,"9,388"
QLD major urban - capital city,9,"9,389"
QLD major urban - capital city,9,"9,390"
QLD major urban - capital city,9,"9,391"
QLD major urban - capital city,9,"9,392"
QLD major urban - capital city,9,"9,393"
QLD major urban - capital city,9,"9,394"
QLD major urban - capital city,9,"9,395"
QLD major urban - capital city,9,"9,396"
QLD major urban - capital city,9,"9,397"
QLD major urban - capital city,9,"9,398"
QLD major urban - capital city,9,"9,399"
QLD major urban - capital city,9,"9,400"
QLD major urban - capital city,9,"9,401"
QLD major urban - capital city,9,"9,402"
QLD major urban - capital city,9,"9,403"
QLD major urban - capital city,9,"9,404"
QLD major urban - capital city,9,"9,405"
QLD major urban - capital city,9,"9,406"
QLD major urban - capital city,9,"9,407"
QLD major urban - capital city,9,"9,408"
QLD major urban - capital city,9,"9,409"
QLD major urban - capital city,9,"9,410"
QLD major urban - capital city,9,"9,411"
QLD major urban - capital city,9,"9,412"
QLD major urban - capital city,9,"9,413"
QLD major urban - capital city,9,"9,414"
QLD major urban - capital city,9,"9,415"
QLD major urban - capital city,9,"9,416"
QLD major urban - capital city,9,"9,417"
QLD major urban - capital city,9,"9,418"
QLD major urban - capital city,9,"9,419"
QLD major urban - capital city,9,"9,420"
QLD major urban - capital city,9,"9,421"
QLD major urban - capital city,9,"9,422"
QLD major urban - capital city,9,"9,423"
QLD major urban - capital city,9,"9,424"
